# fen	move_played	grade	source
B:W26,27,30,31,34,35,36,37,39,40,45,49:B3,5,6,13,14,19,20,22,23,24,25,28	28-33	!	deel16:p60
W:W16,30,31,32,34,35,37,39,40,45,49:B7,14,15,18,19,20,22,23,24,25,28	31-26	?	deel16:p60
B:W26,31,32,33,34,36,37,39,40,45,49:B3,5,6,13,14,20,22,23,25,28	22-27	!	deel16:p61
W:W26,27,31,32,33,35,36,38,39:B6,8,10,11,12,16,17,23,24	33-28	?	deel16:p62
B:W26,27,28,31,32,35,36,38,39:B6,8,10,11,12,16,17,23,24	24-30	!	deel16:p62
B:W19,26,27,31,32,35,36,38,39:B6,8,10,11,12,16,17,30	12-18	!	deel16:p62
B:W27,29,33,34,35,38,39,40,42,43,44,45,47,48,49:B2,3,4,6,7,8,10,13,14,16,18,19,20,24,25	4-9	?	deel16:p63
B:W27,28,29,31,32,33,38,42,45,49:B7,9,12,13,15,16,17,18,25,30	18-22	?	deel16:p65
W:WK1,27,32,37,38,49:B16,18,25,26,45	1x40	!	deel16:p67
B:W27,32,37,38,44:B16,25,26,34	34-39	!	deel16:p67
B:W16,28,31,32,35,37,38,44,49:B7,12,13,15,17,18,20,25	18-22	!!	deel16:p68
B:W15,37,43:B7,13,16,27	27-32	?	deel16:p70
W:WK22,28,43:B36	22-31	!	deel16:p70
B:WK4,27,32,37,38:B12,13,16,17,44	13-19	?	deel16:p74
W:WK4,27,32,37,38:B12,16,17,19,44	27-22	!	deel16:p74
W:W25,27,29,32,33,37,39,41,42,43,45,47,48,49,50:B2,3,4,6,7,8,9,13,14,16,18,19,21,26,35	25-20	!	deel16:p86
B:W27,29,32,33,34,36,37,39,42,43,45,47,48,49,50:B2,3,6,7,8,9,10,13,16,18,19,20,21,26	7-11	?	deel16:p86
W:W23,25,33,38,39,40,49:B7,9,12,13,14,16,17,18,37	23-19	!	deel16:p95
W:W23,24,25,29,33,37,38,40,43,49:B4,7,12,14,15,16,17,20,21,22	40-34	?	deel16:p95
B:W23,26,31,32,36,41,43,45:B2,3,7,11,12,16,17	12-18	!	deel16:p100
W:W25,26,27,28,29,31,32,33,36,41,43,45:B2,7,11,12,14,16,17,18,20,22,23,24	28x10	?	deel16:p100
B:W25,26,28,32,33,36,37,38,45:B2,7,8,11,12,14,17,20,24	12-18	?	deel16:p101
W:W25,26,32,36,37,45:B2,7,8,11,14,18,20,24,28	32x3	?	deel16:p101
B:WK3,25,26,36,37,45:B2,7,11,14,20,24	24-29	!	deel16:p101
W:W27,28,31,32,33,34,35,39,40,48:B6,8,15,16,18,19,23,24,25,26	27-21	!	deel16:p102
W:W23,25,31,36,42,45,48:B2,4,12,14,15,16,32,33	23-18	!	deel16:p103
W:W24,29,31,32,33,36,38,45,46,48,49:B1,2,4,6,7,8,9,11,12,13,15,19,21,25	24-20	!	deel16:p115
W:W26,27,28,31,32,36,38,43,46,47,49:B6,7,8,11,12,13,14,16,17,19,21,29	38-33	!	deel16:p115
B:W24,26,27,29,32,34,36,39,41,44,46,47:B2,6,8,11,12,13,14,15,16,17,21,25	14-19	?	deel16:p117
B:W24,26,27,29,32,34,36,39,41,44,46,47:B2,6,8,11,12,13,14,15,16,17,21,25	13-19	?	deel16:p117
B:W24,26,27,29,32,34,36,39,41,44,46,47:B2,6,8,11,12,13,14,15,16,17,21,25	13-18	?	deel16:p117
W:W24,26,27,29,32,34,36,39,41,44,46,47:B2,6,8,11,12,14,15,16,17,18,21,25	32-28	!	deel16:p117
B:WK31,26,32,36,37,39,41,46:BK50,6,8,11,12,16,17,21,40	50x28	?	deel16:p118
B:W16,46,47:B6,8,17,29	29-33	!	deel16:p119
W:W24,26,29,31,32,34,36,38,39,40,41,43:B2,4,6,8,9,11,12,13,14,15,16,17,18,21,23,25	31-27	?	deel16:p128
B:W22,24,29,34,36,39,40,43,45,46:B2,6,8,9,13,15,16,21,25	9-14	!	deel16:p130
W:W22,24,29,34,36,39,40,43,45,46:B2,6,8,13,14,15,16,21,25	43-38	?	deel16:p130
W:W26,27,28,29,32,33,39,42:B6,13,14,16,17,18,19,35	42-37	?	deel16:p134
B:W26,27,28,29,32,33,37,39:B6,13,14,16,17,18,19,35	17-22	!	deel16:p134
B:W8,16,26,27:BK23,14	23-18	!	deel16:p141
B:WK3,16,21,26:BK22,14	14-20	!	deel16:p141
B:WK5,16,23,26,33:B12,17,32,44	12-18	!	deel16:p141
W:W24,25,26,27,30,31,32,35,36,37,40,41,47:B3,6,8,11,12,13,15,16,17,18,19,22,23	27-21	!	deel16:p144
W:W24,25,26,30,31,35,36,37,40,41:BK47,3,6,8,11,12,13,15,17,18,19,22,23	37-32	!	deel16:p144
B:W27,28,29,32,36,37,38,40:B3,13,14,16,18,19,21,26	3-9	!?	deel16:p146
W:W27,28,29,32,36,37,38,40:B9,13,14,16,18,19,21,26	27-22	!	deel16:p146
W:W28,29,32,36,37,38,40:B9,13,14,16,19,21,26,27	29-23	!	deel16:p146
W:W25,28,29,33,34,37,38,39:B3,11,12,14,17,19,22,35	28-23	!	deel16:p148
B:W23,33,34,37,42,48:B14,16,17,21,26,27	27-32	!	deel16:p149
W:W26,31,34,36,37,40,42,44,47:B3,8,11,13,17,23,25,35	42-38	!	deel16:p150
B:W26,33,36,38,42,43,45,48,49:B2,7,9,13,14,15,20,22,27,34	34-39	!	deel16:p151
W:W23,29,34,35,36,37,39,42,43,45,48:B1,2,4,8,10,12,13,14,21,25,26	43-38	?	deel16:p154
W:W23,29,34,35,36,37,39,42,45,48,49:B4,6,8,10,11,12,13,14,21,25,26	49-43	?!	deel16:p155
B:W23,29,34,35,36,37,39,42,43,45,48:B4,6,8,10,11,12,13,14,21,25,26	12-18	!?	deel16:p155
B:W25,26,27,31,32,33,35,36,38,39:B6,8,11,12,14,16,17,19,23,24	14-20	?!	deel16:p155
B:W25,27,28,31,32,36,38,40,42,43,45,48:B3,8,9,11,13,14,16,18,19,21,23,29	29-34	!	deel16:p156
W:W25,27,28,31,32,36,38,42,43,45,48:B3,8,9,11,13,14,16,18,19,21,34	28-22	!?	deel16:p156
B:W22,25,27,31,32,36,38,42,43,45,48:B3,8,9,11,13,14,16,18,19,21,34	14-20	!	deel16:p156
W:W20,25,28,29,32,33,38,41,43:B4,9,12,13,14,16,17,21,31	41-36	?	deel16:p157
W:W20,25,28,29,33,36,38,39:B4,9,12,13,14,17,27,37	38-32	?	deel16:p157
B:W20,25,28,29,31,36,39:B4,9,12,13,14,17	17-22	!	deel16:p157
W:W24,28,29,31,37,40,45,48:B4,9,12,13,14,15,18,26	31-27	!	deel16:p157
B:W24,27,28,29,37,40,45,48:B4,9,12,13,14,15,18,26	12-17	?	deel16:p157
W:W24,27,28,29,37,40,45,48:B4,9,13,14,15,17,18,26	29-23	!	deel16:p157
W:W23,28,37,40,45,48:B4,13,14,15,24,26	40-35	?	deel16:p157
W:W23,28,37,40,45,48:B4,13,14,15,24,26	28-22	!	deel16:p157
B:W24,35,36,38,47,48:B6,9,12,14,17,27	6-11	!	deel16:p157
W:W24,35,36,38,47,48:B9,11,12,14,17,27	38-33	?	deel16:p157
B:W30,31,34,36,37,38,39,42,43,44,47,48,49:B3,6,7,8,9,11,12,14,15,16,17,18,20,22,25,27	27-32	!	deel16:p168
W:W23,26,27,29,30,31,34,36,37,39,40,42,43,47,48,49:B3,6,7,9,11,12,14,15,16,17,18,19,20,22,25	40-35	!	deel16:p168
W:W26,29,30,31,34,35,36,37,42,43,47,48,49:B3,6,7,9,11,12,14,15,17,18,20,22,25,27,39	29-24	!	deel16:p168
B:W23,24,29,31,34,36,38,39,42,44,47,48,49:B3,6,7,8,12,13,14,15,16,18,20,25,33	13-19	!	deel16:p169
B:W17,23,24,26,29,31,34,36,38,42,43,44,47,48,49:B3,6,7,8,11,12,13,14,15,16,18,20,25	12x21	!	deel16:p169
W:WK1,26,36,38,42,47,48,49:BK24,3,6,8,13,15,16,20,22,25	42-37	!	deel16:p170
W:WK45,31,33,36,47,48,49:B3,6,8,13,15,16,22,24,25	45-18	?	deel16:p170
B:WK50,31,33,36,47,48,49:B3,6,8,13,15,16,22,24,25	24-29	!	deel16:p170
B:W24,27,36,42,48,49:B6,15,16,17,18,25	25-30	!	deel16:p170
B:W24,37,38,42,49:B15,16,18,23,25	25-30	!	deel16:p171
B:W35,37,38,42,49:B15,16,18,23	15-20	!!	deel16:p171
B:W25,26,28,29,32,33,36,37,38,39,42,43,48,49,50:B3,4,6,7,8,9,11,12,13,14,16,18,19,21,35	18-23	?	deel16:p176
W:W27,30,32,33,37,38,39,42,43,46,47,48,49,50:B1,2,4,6,7,9,12,13,16,18,19,20,23,26	49-44	?	deel16:p177
B:W27,30,32,33,37,38,39,42,43,44,46,47,48,50:B1,2,4,6,7,9,12,13,16,18,19,20,23,26	20-24	!	deel16:p177
W:W23,28,33,34,35,37,38,39:B9,11,12,14,19,20,24,27	35-30	!	deel16:p178
W:W23,24,29,33,34,36,37,38,39,43,44,47,49:B2,4,11,12,13,15,16,17,18,20,22,25,26	34-30	?	deel16:p178
B:W25,26,27,28,30,32,33,36,38,40,43,44,50:B3,6,8,9,10,11,12,13,14,16,18,19,23	12-17	?	deel16:p179
W:W25,26,27,28,30,32,33,36,38,40,43,44,50:B3,6,8,9,10,11,13,14,16,17,18,19,23	33-29	!	deel16:p179
B:W9,22,32,39:B7,40,45	45-50	?	deel16:p179
W:W9,22,39:B7,45	9-3	!	deel16:p179
W:WK17,22,39:B16,45	17-26	!	deel16:p179
B:W25,27,32,33,35,36,37,39,40,42,45,48:B1,3,8,11,14,15,16,19,21,23,24,26	8-13	?	deel17:p14
W:W26,27,33,35,37,38,40,43,48:B2,9,11,12,18,19,24,29,30	43-39	?	deel17:p14
B:W26,27,33,35,37,38,39,40,48:B2,9,11,12,18,19,24,29,30	29-34	!	deel17:p14
B:W32,35,37,38,39,40,41,42,43,44,45,47:B3,6,7,8,10,12,15,16,20,22,23,29	22-28	?	deel17:p15
W:W32,35,37,38,39,40,41,42,43,44,45,47:B3,6,7,8,10,12,15,16,20,23,28,29	35-30	!	deel17:p15
W:W30,32,37,38,39,40,41,42,43,44,45,47:B3,6,7,8,10,12,15,16,23,25,28,29	32-27	!	deel17:p15
W:W25,27,28,31,32,33,35,39,45,48:B3,4,9,12,13,14,16,17,19,24	45-40	?	deel17:p15
B:W25,28,32,33,35,36,37,38,39,40,42,45,47,48,49:B2,3,4,6,8,9,10,11,12,14,18,19,23,24,26	9-13	?	deel17:p16
B:W22,27,32,34,35,37,38,39,40,42,48,50:B2,7,8,9,13,15,16,18,19,21,26	15-20	?	deel17:p17
W:W24,27,29,32,33,34,35,38,39,40,42,43,45,47,48,49:B2,3,4,7,8,9,10,12,13,15,16,17,18,20,23,25	42-37	?	deel17:p17
B:W25,26,28,30,32,33,35,38,42,43:B8,12,13,14,17,18,19,21,23,24	18-22	??	deel17:p17
W:W25,26,27,31,32,33,36,37,38,43,49:B6,8,10,11,12,14,16,17,20,21,23	27-22	!	deel17:p18
W:W23,27,28,32,33,34,35,36,37,38,39,41,42,43,45,46,47,48,50:B1,2,3,4,5,6,8,9,10,11,12,13,14,16,19,21,24,25,26	45-40	?	deel17:p26
W:W21,26,27,28,30,32,36,38,39,43,44,45:B1,3,8,9,11,12,13,15,17,18,19,23	21-16	?	deel17:p26
B:W25,26,27,30,32,35,38,39,42,43,45,48:B7,9,10,12,13,14,19,20,23,24,29	7-11	?	deel17:p27
W:W28,31,32,34,35,36,37,38,39,40,41,43,44,45,47,48:B2,3,4,6,8,9,11,12,14,15,16,17,18,19,23,24	39-33	?	deel17:p27
W:W26,30,31,33,35,36,38,39,40,42,43,44,45,47,48:B2,3,4,5,6,8,11,12,13,15,17,20,22,23,27	39-34	?	deel17:p27
B:W26,30,31,33,34,35,36,38,40,42,43,44,45,47,48:B2,3,4,5,6,8,11,12,13,15,17,20,22,23,27	17-21	!	deel17:p27
W:W27,31,32,33,34,35,36,37,38:B3,6,7,8,9,19,23,24,26	27-22	?	deel17:p27
B:W23,27,28,29,32,33,34,35,37,38,39,42,43,44,45,48:B3,6,8,9,11,12,13,14,15,16,17,19,20,21,25,26	20-24	?	deel17:p27
W:W25,26,27,28,32,33,36,38,39,42,43,44,48,49:B3,5,6,8,9,13,14,15,16,17,18,19,21,23,35	42-37	?	deel17:p27
W:W21,26,29,33,34,35,36,37,38,39,40,43,44,45:B6,8,9,11,12,13,14,15,17,18,19,20,24,25	21-16	?	deel17:p27
B:W16,26,29,33,34,35,36,37,38,39,40,43,44,45:B6,8,9,11,12,13,14,15,17,18,19,20,24,25	18-22	!	deel17:p27
B:W21,26,27,33,37,38,39,42,43,44,45,48,49,50:B1,2,3,11,12,13,15,17,18,19,20,23,24,28	17-22	?	deel17:p27
W:W22,27,34,36,37,38,39,44,50:B7,11,12,13,14,15,16,23,26	22-17	?	deel17:p27
B:W17,34,36,44,50:B7,14,15,16,26	16-21	!	deel17:p27
W:W25,27,28,32,34,36,37,39,40,44,45,46,48:B2,3,4,6,8,9,10,12,13,14,16,17,30	34-29	?	deel17:p28
W:W25,27,28,32,34,36,37,39,40,44,45,46,48:B2,3,4,6,8,9,10,12,13,14,16,17,30	40-35	?	deel17:p28
W:W27,28,31,32,33,34,35,37,38,40,41,42,43,44,45,47,48,50:B1,3,4,6,8,9,11,12,13,14,15,16,18,19,20,23,25,26	27-21	!	deel17:p28
W:W24,25,27,32,34,37,42,45,46,48:B3,6,9,10,11,13,15,16,18,19,21,26	27-22	!	deel17:p29
B:W25,27,28,31,32,33,35,36,37,38,39,42,43,44,45,48:B3,6,8,9,10,11,12,13,14,15,16,18,19,23,24,26	11-17	?	deel17:p29
B:W23,25,33,36,37,39,43,44,47,49:B3,8,9,11,14,17,21,22,24	8-12	?	deel17:p29
W:W22,27,32,33,34,35,36,37,38,39,42,43,44:B6,7,8,9,11,12,13,14,18,19,24,25,26	34-29	?	deel17:p29
B:W27,28,29,30,32,33,34,35,36,37,38,40,41,42,43,45,48:B3,6,7,8,9,10,11,12,13,15,16,18,19,20,23,25,26	9-14	?	deel17:p29
W:W28,30,33,34,35,36,38,40,41,42,43,45,48:B3,6,7,10,11,14,15,19,20,25,26,27	33-29	?	deel17:p29
B:W27,28,30,31,32,33,34,35,38,40,43,45,48:B6,8,9,10,12,13,14,15,16,19,23,24,25	12-17	?	deel17:p29
B:W25,26,28,29,34,35,38,39,40,41,43,45,47,49:B3,5,8,11,12,13,14,15,17,18,19,20,27,36	11-16	?	deel17:p29
W:W25,26,27,33,37,38,39,40,41,42,44:B4,7,8,11,12,13,14,15,17,18,19	37-32	?	deel17:p29
W:W15,22,25,27,28,32,37,39,42,44,48:B4,6,11,13,14,16,19,21,23,24,26	39-33	?	deel17:p30
W:W15,22,25,27,28,32,37,39,42,44,48:B4,6,11,13,14,16,19,21,23,24,26	48-43	?	deel17:p30
B:W15,19,24,27,32,34,37,39,42,43,44:B4,6,11,16,20,21,26	20x47	!	deel17:p30
W:W15,22,25,27,28,32,37,39,42,44,48:B4,6,11,13,14,16,19,21,23,24,26	42-38	?	deel17:p30
B:W24,28,29,31,32,34,36,39,40,42,44,45,48:B3,4,6,9,11,12,14,15,16,18,20,21,25	9-13	?	deel17:p30
W:W26,27,28,32,33,35,38,39,40,45:B3,11,12,15,17,18,19,23,24,25	27-22	!	deel17:p35
B:W28,29,32,33,35,36,37,38,39,43,45,47,48,49:B2,3,5,6,8,9,11,13,15,16,18,19,25,26	19-23	?	deel17:p35
W:W28,29,31,32,33,34,35,36,37,38,39,40,41,42,43,44,47,48,49,50:B1,2,3,5,6,7,8,9,11,12,13,14,15,16,17,18,19,20,22,24	31-27	?	deel17:p35
B:W23,24,29,32,33,36,37,38,39,40,43,45,47:B2,4,12,13,14,15,16,17,20,21,25,26,27	17-22	?	deel17:p35
B:W17,25,27,32,35,38,39,43:B2,7,14,18,19,23,24,29	14-20	?	deel17:p35
B:W17,25,27,32,35,38,39,43:B2,7,14,18,19,23,24,29	29-34	!	deel17:p35
B:W15,35,37,38,42,43,44,47:B5,9,10,21,23,26,27,36	9-13	!	deel17:p36
B:W30,33,34,35,37,38,39,40,41,42,43,45,48:B3,4,5,6,7,8,9,13,15,18,19,21,25	7-11	?	deel17:p36
B:W27,31,32,34,35,37,38,39,40,41,42,43,44,45,46,47,48,49:B1,2,3,4,6,7,8,9,10,11,12,13,14,15,16,17,20,23	14-19	?	deel17:p36
W:W25,27,32,33,34,38,39,40,41,43,44,47,48,50:B1,2,3,4,7,9,13,14,15,16,17,18,19,23	33-28	?	deel17:p36
B:W17,25,27,32,34,38,39,40,41,43,44,47,48,50:B1,2,3,4,7,9,13,14,15,16,18,19,23	7-11	!	deel17:p36
B:WK1,41,42,48:B8,9,11,13,16,19,21,29	8-12	!	deel17:p36
B:WK1,37,41:B8,9,11,13,16,19,21	21-27	?	deel17:p36
B:W24,26,28,29,32,33,36,38,39,40,42,45,49:B1,2,3,4,6,8,12,13,15,18,20,21,25	1-7	?	deel17:p37
W:W28,29,31,33,36,37,38,39,40,42,43,44,45,47,48:B4,6,7,8,10,11,12,13,17,18,19,20,22,24,27	39-34	?	deel17:p37
B:W22,23,25,28,32,33,36,38,39,43:B6,11,13,14,16,17,19,21,24	13-18	?	deel17:p37
B:W22,23,25,28,32,33,36,38,39,43:B6,11,13,14,16,17,19,21,24	21-26	?	deel17:p37
W:W27,28,31,32,35,36,37,38,39,40,42,43,44,45,48,49:B2,3,4,6,8,9,11,13,15,16,18,19,20,21,23,24	31-26	?	deel17:p38
B:W24,26,29,33,36,38,39,40,43,45,47,48,49:B2,3,4,6,7,8,10,11,14,15,17,18,27	14-20	?	deel17:p38
B:W25,26,27,32,34,35,36,38,40,42,43,45,46:B1,8,9,10,13,14,15,16,17,19,21,23,29	17-22	?	deel17:p38
W:W23,24,32,33,34,36,37,38,39,50:B2,3,8,9,10,12,13,15,20,26	37-31	!	deel17:p40
B:W23,29,30,31,33,36,37,38,39,43,45:B7,9,11,12,14,15,16,20,21,22,26	12-17	?	deel17:p42
B:W23,31,32,33,34,35,36,37,39,40,43,45:B7,9,11,12,14,15,16,20,21,22,25,26	22-27	!	deel17:p42
B:WK21,31,32,33,34,35,36,37,39,40,43,45:B7,11,15,16,20,25,26	16x49	!	deel17:p42
W:W25,28,31,32,33,35,37,38,39,40,48:B3,6,8,9,11,12,13,14,15,18,24,26	31-27	?!	deel17:p43
B:W25,27,28,32,33,35,37,38,39,40,48:B3,6,8,9,11,12,13,14,15,18,24,26	24-29	!?	deel17:p43
W:W24,27,28,29,32,33,38,39,40,43,44,45:B5,8,10,13,14,15,16,17,18,20,21,25	29-23	!?	deel17:p44
B:WK20,27,32,33,38,40,43,44,45:B5,10,15,16,17,18,21,25	25x14	!	deel17:p44
W:W19,27,32,33,40,43,44,45:B5,10,15,16,18,21,22	33-29	!	deel17:p44
W:W19,29,32,40,43,44,45:B5,10,15,16,18,21,31	29-23	!	deel17:p44
W:W24,27,28,31,34,37,38,39,40,41,42,43,44,48:B2,3,6,8,10,11,12,13,14,15,16,17,18,25	34-29	?	deel17:p44
B:W24,27,28,29,31,37,38,39,40,41,42,43,44,48:B2,3,6,8,10,11,12,13,14,15,16,17,18,25	17-22	!	deel17:p44
W:W24,29,31,37,38,39,40,41,42,43,44,48:B2,3,6,8,10,11,13,14,15,16,18,25,32	37x28	?	deel17:p44
B:W25,26,28,31,32,33,36,38,42,43,47,48,49,50:B3,6,8,10,11,12,13,14,17,18,19,21,22,27	19-23	?	deel17:p45
W:W25,26,31,32,33,36,37,38,39,44,47,48,50:B6,8,10,11,12,13,17,18,19,21,22,23,27	33-28	!	deel17:p45
W:W22,27,31,32,36,37,38,39,41,50:B6,8,11,13,14,16,19,21,23,30	39-34	!	deel17:p46
B:W27,28,31,33,34,35,36,37,38,39,40,43,45:B6,7,9,12,14,15,16,17,19,20,22,25,26	19-24	?	deel17:p46
W:WK39,14,26,40:BK36,23	40-35	!	deel17:p51
B:W25,26,28,32,39:B18,19,29	18-23	?	deel17:p52
W:W25,26,32,34:B18,19,22	32-27	?	deel17:p53
W:W36,37,38,39,40,49:B11,21,22,23,24	40-35	?	deel17:p56
W:W36,37,38,39,40,49:B11,21,22,23,24	40-34	!	deel17:p56
W:W33,36,37,38,49:B11,21,22,23,25	33-28	!	deel17:p56
W:W33,34,36,37,39,40:B21,22,24,27,28	34-29	!	deel17:p56
B:W15,23,29,33,37,41,42,47:B13,14,16,22,26,27,36	14-19	!	deel17:p60
B:W23,24,29,30,37,41,42,47:B13,15,16,20,22,26,27,36	20-25	!	deel17:p60
B:WK5,24,33,38,40:BK46,15,21,26	15-20	!	deel17:p61
W:W23,29,40,43:B2,12,14,27	29-24	?	deel17:p63
B:W23,24,40,43:B2,12,14,27	12-18	!	deel17:p63
B:WK2,24,28,29,32:B4,21,41	41-46	?	deel17:p68
B:W27,28,33,35,44:B1,17,18,24,25	18-23	?	deel17:p71
B:W27,28,32,35,44:B1,17,18,24,25	18-23	?	deel17:p71
B:W27,28,35,40:B11,18,24,25,26	26-31	!	deel17:p72
B:W23,24,25,33,34,37,38,47:B2,9,12,14,15,21,22,36	9-13	?	deel17:p78
B:W23,24,25,32,33,34,38,47:B2,9,12,14,15,22,27,36	12-18	!	deel17:p78
B:W23,24,25,29,34,37,38,47:B2,9,12,14,15,22,26,36	12-18	!	deel17:p78
B:W25,26,30,36,38,41,42,43,45,47,48,49:B4,6,7,12,14,15,16,17,22,23,27,28	14-20	!?	deel17:p79
W:W43,45,48,49:BK28,6,7,14,15,18,22,38	43x1	!	deel17:p79
B:W16,29,32,34,40,47:B12,15,17,18,23,36	17-21	!	deel17:p80
W:W16,29,32,34,47:B18,22,23,25,36	29-24	!?	deel17:p80
B:WK2,24,27,34,47:B18,23,25,36,43	23-28	!	deel17:p80
B:WK2,19,27,34,47:B18,25,28,36,43	18-22	!	deel17:p80
W:W15,27,31,33,35,36,37,38,39,41,42,43,45,49:B2,3,4,6,8,11,12,13,14,16,17,18,23,24	37-32	?	deel17:p86
B:W15,27,31,32,33,35,36,38,39,41,42,43,45,49:B2,3,4,6,8,11,12,13,14,16,17,18,23,24	24-30	?	deel17:p86
B:W15,27,31,32,33,35,36,38,39,40,41,42,43,49:B2,3,4,6,8,11,12,13,16,17,18,20,24,29	4-10	!	deel17:p86
B:W15,26,27,33,34,35,36,37,38,40,41,42,43,45:B2,4,6,8,9,11,12,16,17,18,19,23,24,25	24-30	?	deel17:p86
W:W15,26,27,34,36,37,38,40,41,42,45:BK48,2,4,6,8,9,11,12,16,23,25	40-35	?	deel17:p86
B:W15,26,27,33,34,35,36,37,38,40,41,42,43,45:B2,4,6,8,9,11,12,16,17,18,19,23,24,25	17-21	!	deel17:p86
W:W15,26,27,33,35,36,37,38,39,40,41,42,43,45:B2,4,6,8,9,11,12,16,17,18,19,23,24,25	37-32	?	deel17:p86
B:W15,26,27,30,31,33,35,36,37,38,41,43,45:B4,6,8,11,12,13,14,16,17,18,19,23,24	14-20	!!	deel17:p87
W:W29,32,33,35,36,37,38,39,45,49:B2,8,15,16,18,20,21,24,25,26	32-28	?	deel17:p88
W:WK4,26,27:B16,17,19,23,40	27-22	!	deel17:p90
W:WK4,26:B16,19,23,28,40	4-36	!	deel17:p90
W:W28,29,32,33,34,35,37,38,43,45,48:B2,8,10,12,15,17,18,19,20,21,22	45-40	?	deel17:p90
B:W28,29,32,33,34,35,37,38,40,43,48:B2,8,10,12,15,17,18,19,20,21,22	20-24	!	deel17:p90
B:W28,32,33,34,35,37,38,40,42,43:B2,8,10,12,17,18,19,21,22,24	22-27	!	deel17:p90
W:W28,29,32,33,34,35,37,38,43,45,48:B2,8,10,12,15,17,18,19,20,21,22	48-42	!	deel17:p90
W:W28,32,33,35,37,38,42,43,45:B2,8,12,17,18,19,21,22,24	33-29	!	deel17:p90
W:W28,29,32,33,34,35,37,38,43,45,48:B2,8,10,12,15,17,18,19,20,21,22	43-39	?	deel17:p90
W:W21,31,32,33,34,39,43,44:B6,12,13,18,19,24,25,35	21-17	!	deel17:p91
B:W18,19,37,45:B9,16,26,35,43	26-31	!	deel17:p92
W:W6,16,19,25,35,48:BK50,8,12,34	19-13	!	deel17:p95
W:WK14,16,25,35,48:BK45,39	14-28	!	deel17:p95
W:WK14,16,25,35,48:BK50,34	14-23	!	deel17:p95
B:WK1,10,16,25,35,48:BK50,8,17,39	39-43	?	deel17:p96
B:WK34,14,16,19,35,48:BK45,8,15	45x18	!	deel17:p96
B:W22,26,28,29,34,35,36,37,38,39,42,43,44,48,49,50:B2,3,6,7,8,9,10,11,13,14,15,16,17,19,20,25	19-24	?	deel17:p99
W:W22,26,28,29,34,35,36,37,38,39,42,43,44,48,49,50:B2,3,6,7,8,9,10,11,13,14,15,16,17,20,24,25	26-21	!	deel17:p99
W:W22,26,29,32,34,35,36,37,38,39,42,43,44,48,49,50:B2,3,6,7,8,9,10,11,13,14,15,16,17,19,20,25	22-18	!	deel17:p99
W:W22,26,28,29,33,34,36,37,38,39,40,42,48,49,50:B2,3,6,7,8,9,11,12,13,14,15,16,20,25,35	37-32	!	deel17:p100
B:W18,22,26,33,34,36,37,38,39,42,44,48,49,50:B2,3,6,7,8,9,11,14,15,16,19,20,25,30	8-12	?	deel17:p100
W:W18,22,26,27,32,33,34,37,38,39,42,44,49,50:B2,6,7,8,9,11,13,14,15,16,19,25,30,35	49-43	?	deel17:p101
B:W18,22,26,27,32,33,34,37,38,39,42,44,49,50:B2,6,7,8,9,11,13,14,15,16,19,25,30,35	11-17	?	deel17:p101
B:W18,22,26,27,32,33,34,37,38,39,42,44,49,50:B2,6,7,8,9,11,13,14,15,16,19,25,30,35	14-20	?	deel17:p102
W:W18,22,26,27,32,33,34,37,38,39,42,44,49,50:B2,6,7,8,9,11,13,15,16,19,20,25,30,35	18-12	!	deel17:p102
B:W18,22,26,27,32,33,34,37,38,39,42,44,49,50:B2,6,7,8,9,11,13,14,15,16,19,25,30,35	15-20	?	deel17:p102
B:W18,21,22,26,33,34,37,38,39,42,44,49,50:B2,6,7,8,9,11,13,14,15,24,25,30,35	8-12	?	deel17:p102
B:W18,21,22,26,33,34,38,39,42,44,49,50:B2,6,7,8,9,13,14,15,24,25,30,35	8-12	?	deel17:p102
B:W18,21,22,26,33,34,38,39,42,44,49,50:B2,6,7,8,9,13,14,15,24,25,30,35	13-19	?	deel17:p102
W:W18,21,22,26,33,34,38,39,42,44,49,50:B2,6,7,8,9,14,15,19,24,25,30,35	33-28	!	deel17:p102
B:W26,29,31,32,33,34,38,39,42,44,49,50:B2,6,7,9,13,14,15,16,19,25,30,35	7-12	?	deel17:p103
W:W26,29,31,32,33,34,38,39,42,44,49,50:B2,6,9,12,13,14,15,16,19,25,30,35	29-24	!	deel17:p103
B:W26,27,28,29,33,34,38,39,42,44,49,50:B2,6,9,12,13,15,16,19,20,25,30,35	2-8	?	deel17:p103
W:W26,27,28,29,33,34,38,39,42,44,49,50:B6,8,9,12,13,15,16,19,20,25,30,35	44-40	!	deel17:p103
B:W26,27,28,29,33,34,38,39,40,42,50:B6,8,9,12,13,15,16,19,20,25,30	30-35	?	deel17:p103
W:W26,28,33,34,38,39,40,42,50:B6,8,9,12,13,19,24,25,27,30	38-32	!	deel17:p103
W:W26,27,28,33,34,38,39,40,42,50:B6,8,9,12,13,16,19,24,25,30	27-22	!	deel17:p103
W:W22,26,28,33,34,38,39,42,44,49,50:B2,6,9,12,13,16,19,24,25,30,35	22-17	?	deel17:p103
B:W17,28,33,34,38,39,42,44,49,50:B2,6,9,13,16,19,24,25,30,35	13-18	!	deel17:p103
W:W22,26,28,33,34,38,39,42,44,49,50:B2,6,9,12,13,16,19,24,25,30,35	44-40	!	deel17:p103
